,index,uniqueId,title,price,productDescription,productImage,availability,name,catlevel1Name,catlevel2Name,combined_value
1247,1247,06035305,slim printed button-down wrinkle-resistant performance dress shirt,69.9,"Look sharp with little effort thanks to our performance dress shirt. Featuring wrinkle resistant stretch+ fabric, this shirt has your back all day long.","https://images.express.com/is/image/expressfashion/0020_06035305_0001?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,slim printed button-down wrinkle-resistant performance dress shirt,men,New Arrivals,slim printed button-down wrinkle-resistant performance dress shirt
1248,1248,07923881,pleated wrap front romper,69.9,"Short ruffle sleeves, pleated fabric and a wrap front set this romper apart from the rest. You're sure to stand out from the crowd wherever you go.","https://images.express.com/is/image/expressfashion/0094_07923881_0011?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,pleated wrap front romper,women,Dresses,pleated wrap front romper
1249,1249,00269476,linked chain necklace,24.9,Add glam to your favorite looks with this bold chain necklace that features a linked design and gleaming material.,"https://images.express.com/is/image/expressfashion/0008_00269476_0413?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,linked chain necklace,women,Jewelry,linked chain necklace
1250,1250,00321060,steve madden animal print wedgie sneakers,101.95,"Here's a wedgie that you'll want to rock. With a hidden wedge sole, soft upper and convenient dual side zippers, this Steve Madden sneaker delivers a leggy, laid-back look that's universally flattering.","https://images.express.com/is/image/expressfashion/0095_00321060_0578?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,steve madden animal print wedgie sneakers,women,Labels We Love ,steve madden animal print wedgie sneakers
1251,1251,04238906,3 pack photoreal waistband sport trunks,39.9,"For the guy on the go who needs comfort, stretch, and upper thigh coverage, these sport trunks deliver that and more.","https://images.express.com/is/image/expressfashion/0036_04238906_0925?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,3 pack photoreal waistband sport trunks,men,Underwear & Lounge,3 pack photoreal waistband sport trunks
1252,1252,03272363,slim light gray cotton-blend stretch suit pant,98.0,"Clean, trim and so handsome, the look you get in this cotton-blend pant cannot be beat. Tailored to perfection and designed with fabric that moves with you, you'll be the best dressed at any event. Add the matching jacket for a complete suit.","https://images.express.com/is/image/expressfashion/0039_03272363_2241?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,slim light gray cotton-blend stretch suit pant,men,Pants,slim light gray cotton-blend stretch suit pant
1253,1253,02200021,houston rockets NBA heavyweight graphic t-shirt,39.9,"Rep your favorite team in style with this tee that features supersoft, heavyweight fabric and a bold NBA graphic.","https://images.express.com/is/image/expressfashion/0023_02200021_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,houston rockets NBA heavyweight graphic t-shirt,men,Express x NBA,houston rockets NBA heavyweight graphic t-shirt
1254,1254,80002133,sterling forever gold classic station cubic zirconia ring,58.0,"Add classy, elegant sparkle to your outfit of the day with these classic station cubic zirconia band ring! Any woman who loves subtle stones and gold tones will adore this gorgeous piece.","https://images.express.com/is/image/expressfashion/0308_80002133_3043?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,sterling forever gold classic station cubic zirconia ring,women,Labels We Love ,sterling forever gold classic station cubic zirconia ring
1255,1255,07199128,super high waisted exposed button fly jean ankle leggings,79.9,These ankle leggings are flattering thanks to a super high rise fit and exposed button detail. Set to be your new favorite pair.,"https://images.express.com/is/image/expressfashion/0091_07199128_0018?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,super high waisted exposed button fly jean ankle leggings,women,Jeans,super high waisted exposed button fly jean ankle leggings
1256,1256,07108917C,mid rise denim perfect dark wash ankle leggings,88.0,"Our Denim Perfect shaping technology gives you that custom-like fit that hugs your curves in all the right, flattering ways. We love this slimming style in a sleek dark wash that elevates all of your casual looks.","https://images.express.com/is/image/expressfashion/0091_07108917_0020?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,mid rise denim perfect dark wash ankle leggings,women,Clearance  Women,mid rise denim perfect dark wash ankle leggings
1257,1257,80001842,endless rose snakeskin print sequin skort,60.0,"This chic sequin snake-print skort features a cleverly wrapped front for a skirt-like look. This is a staple piece everyone needs in their wardrobe. Pair this up with a blouse or even a graphic tee, perfect for a lunch date.","https://images.express.com/is/image/expressfashion/0393_80001842_3025?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,endless rose snakeskin print sequin skort,women,Labels We Love ,endless rose snakeskin print sequin skort
1258,1258,06001593C,ribbed knit scarf,39.9,Stay warm while looking cool in this knit scarf that features supersoft knit fabric and a stylish design.,"https://images.express.com/is/image/expressfashion/0034_06001593_0432?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,ribbed knit scarf,men,Clearance Men,ribbed knit scarf
1259,1259,80001841,deny designs triangles in slate blue throw pillow,49.0,The Deny throw pillow is fluffy and nap-ready. Featuring vibrant art on the front and back. Use various sizes to add depth to a couch or bed. And the best part? Every purchase pays the artist who designed it- supporting creativity worldwide.,"https://images.express.com/is/image/expressfashion/0349_80001841_3001?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,deny designs triangles in slate blue throw pillow,women,Labels We Love ,deny designs triangles in slate blue throw pillow
1260,1260,07199120,super high waisted hyper stretch black button fly jean ankle leggings,79.9,"Sleek, slimming and made from our highest level of stretch. You're in for maximum comfort, a curve-loving look and our modern take on edgy style. These hyper stretch jeans are bound to be a new favorite.","https://images.express.com/is/image/expressfashion/0091_07199120_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,super high waisted hyper stretch black button fly jean ankle leggings,women,Jeans,super high waisted hyper stretch black button fly jean ankle leggings
1261,1261,01763810,slim plaid soft wash button-down shirt,59.9,"Our special soft wash process and a classic plaid print make this cotton, button-down shirt feel fresh and effortless - just how casual style should be.","https://images.express.com/is/image/expressfashion/0020_01763810_1081?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,slim plaid soft wash button-down shirt,men,Tops,slim plaid soft wash button-down shirt
1262,1262,02200019,philadelphia 76ERS NBA heavyweight graphic t-shirt,39.9,"Rep your favorite team in style with this tee that features supersoft, heavyweight fabric and a bold NBA graphic.","https://images.express.com/is/image/expressfashion/0023_02200019_0058?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,philadelphia 76ERS NBA heavyweight graphic t-shirt,men,Express x NBA,philadelphia 76ERS NBA heavyweight graphic t-shirt
1263,1263,00269441,rectangle pendant necklace,34.9,This chic necklace adds glam to your look with a shiny pendant and a dramatic drop.,"https://images.express.com/is/image/expressfashion/0008_00269441_0418?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,rectangle pendant necklace,women,Jewelry,rectangle pendant necklace
1264,1264,07854057C,ruffle smocked bodice maxi dress,79.9,A figure-flattering silhouette made from lightweight fabric for a warm-weather look. This maxi dress impresses from head to toe with a front slit and eyelet lace detail.,"https://images.express.com/is/image/expressfashion/0094_07854057_1026?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",false,ruffle smocked bodice maxi dress,women,Clearance  Women,ruffle smocked bodice maxi dress
1265,1265,05048073,leaf print moisture-wicking performance polo,49.9,"Movement-friendly, moisture-wicking performance stretch fabric sets the standard for all-day comfort in this cool and classic polo.","https://images.express.com/is/image/expressfashion/0022_05048073_0851?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,leaf print moisture-wicking performance polo,men,Tops,leaf print moisture-wicking performance polo
1266,1266,03272132,extra slim navy performance stretch cotton blend suit pant,98.0,"Sculpted with precision tailoring for your sharpest, cleanest look yet, this pant gives the perfect flattering fit for any event. Add the matching jacket and hit the dance floor for a night with lasting comfort you won't forget.","https://images.express.com/is/image/expressfashion/0039_03272132_0925?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,extra slim navy performance stretch cotton blend suit pant,men,Pants,extra slim navy performance stretch cotton blend suit pant
1267,1267,80001292,tess + tricia gold metal block single trio necklace,60.0,"This gorgeous, new necklace is a top trending look right now highlighting the latest fashion of menswear chain. This necklace is both dense and faceted to give the perfect amount of weight and shine.","https://images.express.com/is/image/expressfashion/0308_80001292_3043?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,tess + tricia gold metal block single trio necklace,women,Labels We Love ,tess + tricia gold metal block single trio necklace
1268,1268,80002381,flying monkey high waisted button fly distressed skinny jeans,74.9,"Fade into darkness with Flying Monkey's faded black jeans. Worn out along the high waistband, this denim sports a vintage twist with an exposed five button closure. Pair with a boot and jacket.","https://images.express.com/is/image/expressfashion/0391_80002381_3000?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,flying monkey high waisted button fly distressed skinny jeans,women,Labels We Love ,flying monkey high waisted button fly distressed skinny jeans
1269,1269,06030559,slim dot print wrinkle-resistant performance dress shirt,69.9,"Slim tailoring and quick-drying, easy-care fabric create a razor sharp dress look, without the fuss. Tie it up under a suit to ace your next boardroom meeting or business lunch.","https://images.express.com/is/image/expressfashion/0020_06030559_0925?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,slim dot print wrinkle-resistant performance dress shirt,men,Tops,slim dot print wrinkle-resistant performance dress shirt
1270,1270,80000085,machete jade green large hoop earrings,36.0,"Machete's Large Hoops are bold, classic & light as a feather.","https://images.express.com/is/image/expressfashion/0308_80000085_3019?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,machete jade green large hoop earrings,women,Labels We Love ,machete jade green large hoop earrings
1271,1271,45378948,steve madden shoutout sneakers,102.0,"For shoe-style that's in-the-now, the Shoutout sneaker from Steve Madden has your back. This handsome pair is great for just about any occasion.","https://images.express.com/is/image/expressfashion/0034_45378948_0474?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,steve madden shoutout sneakers,men,Accessories & Shoes,steve madden shoutout sneakers
1272,1272,45378946,steve madden cingular oxford dress shoes,110.0,"For totally timeless style to complete your most formal looks, the Cingular Oxford from Steve Madden doesn't disappoint. Contrast styling and brogue detailing make it a match for any sharp-dressed man.","https://images.express.com/is/image/expressfashion/0034_45378946_0885?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,steve madden cingular oxford dress shoes,men,Accessories & Shoes,steve madden cingular oxford dress shoes
1273,1273,02756708,classic straight dark wash hyper stretch jeans,88.0,"Rendered in maximum stretch fabric, this dark wash take on the classic fit is an ideal choice when you want something to wear for a casual day at the office straight into date night.","https://images.express.com/is/image/expressfashion/0024_02756708_0020?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,classic straight dark wash hyper stretch jeans,men,Pants,classic straight dark wash hyper stretch jeans
1274,1274,00310162,steve madden vala pumps,91.95,"Shiny, sharp and seductive. The Vala pump from Steve Madden delivers all of the above, featuring a tall stiletto heel, pointed toe and reflective surfaces.","https://images.express.com/is/image/expressfashion/0095_00310162_0098?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,steve madden vala pumps,women,Labels We Love ,steve madden vala pumps
1275,1275,00768398,metal link linear earrings,19.9,,"https://images.express.com/is/image/expressfashion/0008_00768398_0436?cache=on&wid=361&fmt=jpeg&qlt=75,1&resmode=sharp2&op_usm=1,1,5,0&defaultImage=Photo-Coming-Soon",true,metal link linear earrings,women,Jewelry,metal link linear earrings
